idx,symbol,date_group,price_1,qty_ratio_1,price_2,qty_ratio_2,price_3,qty_ratio_3,qty_total,price_item_count,future_buy_price,future_sell_price
8525,1446,20180626_20180627_20180628,24.39,0.1983,24.76,0.254,25.3,0.2379,933,32,26.3,25.7
8526,1446,20180627_20180628_20180629,24.73,0.1425,25.23,0.171,25.72,0.3816,1719,37,27.0,25.85
8527,1446,20180628_20180629_20180702,24.96,0.0626,25.77,0.3242,26.7,0.1606,2733,47,26.8,26.2
8528,1446,20180629_20180702_20180703,25.64,0.2523,26.15,0.236,26.73,0.2075,3326,41,26.95,26.1
8529,1446,20180702_20180703_20180704,25.99,0.1247,26.45,0.2078,26.82,0.2239,3032,27,26.85,25.0
8530,1446,20180703_20180704_20180705,26.11,0.1234,26.42,0.2612,26.68,0.2901,1872,23,26.25,25.9
8531,1446,20180704_20180705_20180706,25.14,0.1259,25.74,0.1093,26.54,0.3955,1565,40,26.6,26.75
8532,1446,20180705_20180706_20180709,25.16,0.1377,25.82,0.1043,26.43,0.3965,1314,38,27.5,26.2
8533,1446,20180706_20180709_20180710,25.39,0.0655,26.28,0.1546,27.07,0.3155,1908,48,26.95,26.9
8534,1446,20180709_20180710_20180711,26.36,0.2181,26.89,0.31,27.26,0.1263,1687,32,28.45,27.7
8535,1446,20180710_20180711_20180712,26.9,0.2102,27.58,0.2116,28.14,0.2093,3025,44,28.3,28.3
8536,1446,20180711_20180712_20180713,26.67,0.0585,27.61,0.219,28.13,0.4333,2940,44,29.1,28.65
8537,1446,20180712_20180713_20180716,27.57,0.1434,28.15,0.3072,28.78,0.2158,4157,45,29.0,26.85
8538,1446,20180713_20180716_20180717,28.09,0.1926,28.57,0.2272,28.87,0.3464,2685,29,28.8,26.5
8539,1446,20180716_20180717_20180718,27.14,0.1025,27.72,0.1166,28.74,0.4073,3172,45,28.15,27.3
8540,1446,20180717_20180718_20180719,27.01,0.1772,27.67,0.3569,28.74,0.1394,2833,46,28.3,26.75
8541,1446,20180718_20180719_20180720,26.98,0.148,27.55,0.4126,28.04,0.164,3122,44,27.65,26.7
8542,1446,20180719_20180720_20180723,26.92,0.1575,27.55,0.3437,28.0,0.1317,2057,37,27.15,26.8
8543,1446,20180720_20180723_20180724,26.96,0.2845,27.49,0.1896,28.02,0.1264,1139,33,27.15,26.55
8544,1446,20180723_20180724_20180725,26.84,0.3709,27.02,0.3968,27.42,0.0274,693,19,27.0,25.85
8545,1446,20180725_20180726_20180727,26.01,0.2855,26.61,0.1642,26.91,0.1387,865,24,26.0,25.85
8546,1446,20180726_20180727_20180730,25.72,0.2422,26.01,0.4075,26.64,0.1622,962,28,26.35,26.35
8547,1446,20180727_20180730_20180731,25.7,0.1682,25.94,0.3657,26.2,0.1724,957,21,26.8,26.15
8548,1446,20180730_20180731_20180801,25.73,0.335,26.19,0.2103,26.55,0.1316,585,27,26.7,26.15
8549,1447,20180622_20180625_20180626,8.11,0.1846,8.19,0.1999,8.3,0.2795,2286,31,8.15,8.05
8550,1447,20180625_20180626_20180627,8.1,0.4161,8.19,0.1852,8.28,0.0989,2468,29,8.21,8.1
8551,1447,20180626_20180627_20180628,8.07,0.1763,8.11,0.3786,8.19,0.1593,2586,21,8.17,8.16
8552,1447,20180628_20180629_20180702,8.11,0.4596,8.15,0.1532,8.22,0.2217,1299,23,8.25,8.09
8553,1447,20180629_20180702_20180703,8.12,0.1929,8.19,0.3579,8.23,0.1123,1763,18,8.16,8.02
8554,1447,20180702_20180703_20180704,8.13,0.0831,8.19,0.3944,8.23,0.1237,1600,19,8.17,7.77
8555,1447,20180703_20180704_20180705,8.03,0.0556,8.12,0.178,8.19,0.3298,1601,21,8.09,7.86
8556,1447,20180704_20180705_20180706,7.85,0.2003,8.0,0.1707,8.11,0.1974,2426,39,8.1,7.92
8557,1447,20180705_20180706_20180709,7.85,0.1756,8.0,0.2763,8.08,0.144,2841,39,8.08,7.89
8558,1447,20180706_20180709_20180710,7.82,0.2301,7.91,0.1303,8.01,0.3633,3047,32,8.0,7.9
8559,1447,20180709_20180710_20180711,7.91,0.3439,8.0,0.4069,8.05,0.1163,2047,24,7.99,7.96
8560,1447,20180710_20180711_20180712,7.91,0.4119,7.96,0.1512,8.01,0.26,1600,19,8.02,7.96
8561,1449,20180628_20180629_20180702,5.33,0.166,5.42,0.3112,5.53,0.1245,241,23,5.35,5.29
8562,1449,20180629_20180702_20180703,5.27,0.2167,5.36,0.1331,5.49,0.1217,263,24,5.43,5.25
8563,1449,20180702_20180703_20180704,5.25,0.2321,5.31,0.2812,5.38,0.0714,224,18,5.32,5.22
8564,1449,20180710_20180711_20180712,5.13,0.098,5.2,0.4167,5.27,0.0588,204,19,5.3,5.22
8565,1449,20180711_20180712_20180713,5.11,0.2526,5.15,0.433,5.22,0.0206,194,18,5.42,5.16
8566,1449,20180712_20180713_20180716,5.14,0.3882,5.21,0.2176,5.28,0.0824,170,18,5.26,5.16
8567,1451,20180627_20180628_20180629,23.46,0.1713,23.9,0.1899,25.12,0.4667,1185,22,23.8,23.15
8568,1451,20180628_20180629_20180702,23.45,0.2157,23.81,0.3228,24.08,0.0875,663,18,23.55,23.05
8569,1453,20180621_20180622_20180625,9.24,0.2389,9.34,0.1704,9.56,0.1527,452,35,9.42,9.26
8570,1453,20180622_20180625_20180626,9.23,0.2785,9.32,0.3215,9.41,0.0835,395,29,9.41,9.22
8571,1453,20180625_20180626_20180627,9.23,0.2691,9.3,0.1284,9.37,0.2171,327,25,9.35,9.26
8572,1453,20180626_20180627_20180628,9.23,0.1081,9.31,0.1931,9.38,0.2278,259,24,9.35,9.24
8573,1453,20180627_20180628_20180629,9.27,0.2079,9.35,0.2525,9.4,0.1436,202,20,9.4,9.2
8574,1453,20180703_20180704_20180705,8.92,0.1156,9.07,0.3873,9.22,0.2486,173,29,8.86,8.68
8575,1453,20180704_20180705_20180706,8.65,0.2804,8.82,0.1379,9.11,0.1215,428,58,9.05,8.9
8576,1453,20180705_20180706_20180709,8.67,0.2981,8.84,0.2451,9.05,0.1781,567,61,9.21,8.88
8577,1453,20180706_20180709_20180710,8.67,0.2214,8.85,0.157,9.07,0.146,637,60,9.03,9.0
8578,1453,20180709_20180710_20180711,8.79,0.1313,8.98,0.1981,9.18,0.1265,419,42,9.19,9.18
8579,1453,20180710_20180711_20180712,8.94,0.1684,9.04,0.268,9.18,0.1134,291,32,9.52,9.22
8580,1453,20180711_20180712_20180713,9.0,0.0938,9.27,0.2195,9.46,0.2478,565,51,9.44,8.88
8581,1453,20180712_20180713_20180716,9.11,0.0524,9.3,0.1833,9.47,0.2029,611,44,9.33,8.95
8582,1453,20180713_20180716_20180717,9.01,0.1547,9.26,0.1702,9.44,0.1348,905,53,9.09,8.99
8583,1453,20180716_20180717_20180718,8.97,0.2186,9.08,0.2282,9.28,0.0677,517,39,9.08,8.91
8584,1453,20180717_20180718_20180719,8.97,0.1953,9.07,0.1614,9.21,0.138,471,31,9.02,8.99
8585,1453,20180725_20180726_20180727,9.04,0.3247,9.11,0.1753,9.2,0.1082,194,21,9.28,9.16
8586,1453,20180726_20180727_20180730,9.04,0.182,9.12,0.1158,9.23,0.3262,423,24,9.24,9.17
8587,1453,20180727_20180730_20180731,9.04,0.1164,9.14,0.095,9.23,0.3872,421,22,9.25,9.12
8588,1455,20180711_20180712_20180713,9.9,0.1205,9.98,0.1433,10.11,0.4152,4333,20,10.05,9.91
8589,1457,20180704_20180705_20180706,13.71,0.1726,14.14,0.1998,14.86,0.421,9083,23,13.85,13.55
8590,1459,20180621_20180622_20180625,9.03,0.3089,9.08,0.3216,9.18,0.086,709,18,9.19,9.08
8591,1459,20180622_20180625_20180626,9.04,0.1567,9.1,0.3247,9.18,0.1094,887,21,9.16,9.06
8592,1459,20180625_20180626_20180627,9.04,0.0796,9.09,0.5296,9.15,0.0398,980,19,9.2,9.03
8593,1459,20180627_20180628_20180629,9.06,0.1347,9.1,0.457,9.15,0.1501,453,18,9.04,8.9
8594,1459,20180628_20180629_20180702,8.99,0.2594,9.07,0.1988,9.16,0.1787,347,26,9.07,8.81
8595,1459,20180629_20180702_20180703,8.94,0.096,9.0,0.3158,9.05,0.2198,323,20,8.94,8.66
8596,1459,20180702_20180703_20180704,8.85,0.1084,8.94,0.1455,9.01,0.3746,323,27,8.85,8.3
8597,1459,20180703_20180704_20180705,8.72,0.157,8.85,0.1744,9.0,0.1744,344,39,8.67,8.54
8598,1459,20180704_20180705_20180706,8.44,0.1858,8.66,0.1353,8.82,0.2225,436,46,8.63,8.56
8599,1459,20180705_20180706_20180709,8.39,0.1807,8.53,0.2361,8.75,0.1349,415,44,8.61,8.5
8600,1459,20180706_20180709_20180710,8.37,0.2347,8.49,0.2701,8.59,0.1768,311,28,8.56,8.45
8601,1459,20180730_20180731_20180801,8.51,0.1919,8.64,0.1953,8.72,0.2492,297,26,8.65,8.51
8602,1460,20180628_20180629_20180702,12.91,0.1332,13.21,0.0794,13.56,0.5074,3049,19,13.6,13.0
8603,1460,20180629_20180702_20180703,13.05,0.0246,13.38,0.2296,13.58,0.508,3815,18,13.5,12.85
8604,1463,20180704_20180705_20180706,22.18,0.2884,22.39,0.1182,22.74,0.3966,2302,19,22.2,21.9
8605,1463,20180705_20180706_20180709,21.85,0.2979,22.21,0.2639,22.67,0.2204,3448,25,22.7,18.8
8606,1463,20180706_20180709_20180710,21.88,0.2735,22.21,0.295,22.5,0.2311,4925,23,19.25,18.65
8607,1463,20180709_20180710_20180711,18.93,0.4252,21.89,0.2333,22.38,0.1699,7009,33,18.85,18.4
8608,1463,20180710_20180711_20180712,18.89,0.505,22.0,0.0851,22.43,0.1963,6067,30,18.7,18.2
8609,1463,20180711_20180712_20180713,18.55,0.1265,18.78,0.2323,18.97,0.4308,4831,18,18.6,17.7
8610,1463,20180713_20180716_20180717,17.82,0.1914,18.37,0.2019,18.57,0.3176,2377,20,17.8,17.6
8611,1463,20180716_20180717_20180718,17.66,0.3931,17.9,0.1615,18.39,0.169,2142,22,17.85,17.55
8612,1464,20180628_20180629_20180702,24.11,0.1886,24.35,0.2633,24.68,0.1326,1124,20,24.6,24.3
8613,1467,20180621_20180622_20180625,11.42,0.3012,11.73,0.1686,12.01,0.1469,2812,20,11.25,10.75
8614,1467,20180622_20180625_20180626,10.86,0.2117,11.4,0.3295,11.73,0.148,3278,30,11.25,10.8
8615,1467,20180625_20180626_20180627,10.78,0.3044,11.06,0.2727,11.47,0.187,2871,23,11.35,10.9
8616,1468,20180626_20180627_20180628,10.05,0.1008,10.57,0.5714,10.95,0.0588,119,19,10.8,10.5
8617,1468,20180705_20180706_20180709,10.83,0.4907,11.21,0.0833,11.87,0.1944,108,24,11.75,11.5
8618,1468,20180706_20180709_20180710,10.86,0.2931,11.27,0.1293,11.81,0.2328,116,24,12.25,11.2
8619,1468,20180709_20180710_20180711,11.22,0.1711,11.65,0.1316,12.06,0.1711,76,18,11.9,11.25
8620,1470,20180626_20180628_20180629,18.12,0.1633,19.01,0.1224,20.2,0.3878,49,19,19.7,17.65
8621,1470,20180628_20180629_20180702,18.41,0.1064,19.1,0.0851,20.2,0.4043,47,19,18.3,17.65
8622,1470,20180629_20180702_20180703,18.0,0.3,18.99,0.1667,20.25,0.0667,30,18,17.65,18.15
8623,1471,20180621_20180622_20180625,7.12,0.3121,7.2,0.4372,7.31,0.061,1903,35,7.05,6.91
8624,1471,20180622_20180625_20180626,6.93,0.1309,7.12,0.2385,7.21,0.2802,1367,45,7.06,6.75
8625,1471,20180625_20180626_20180627,6.9,0.1968,7.0,0.2381,7.16,0.1862,1235,43,6.95,6.86
8626,1471,20180626_20180627_20180628,6.85,0.1538,6.92,0.3183,6.99,0.2129,930,26,6.99,6.99
8627,1471,20180627_20180628_20180629,6.85,0.0752,6.92,0.3653,6.99,0.238,731,24,7.46,7.0
8628,1471,20180628_20180629_20180702,6.96,0.1071,7.25,0.2079,7.37,0.3185,2251,57,7.38,7.12
8629,1471,20180629_20180702_20180703,7.03,0.1246,7.24,0.2442,7.37,0.271,2768,58,7.45,7.14
8630,1471,20180702_20180703_20180704,7.08,0.0657,7.26,0.2233,7.38,0.3555,4867,47,7.42,7.0
8631,1471,20180703_20180704_20180705,7.12,0.0748,7.25,0.2067,7.38,0.3196,3968,45,7.23,7.01
8632,1471,20180704_20180705_20180706,7.09,0.0441,7.25,0.2131,7.38,0.329,3787,44,7.24,6.9
8633,1471,20180705_20180706_20180709,7.06,0.162,7.2,0.3066,7.34,0.0944,1833,42,7.14,6.9
8634,1471,20180706_20180709_20180710,6.98,0.18,7.07,0.2238,7.19,0.111,1783,33,7.0,6.8
8635,1471,20180709_20180710_20180711,6.94,0.2942,7.02,0.3014,7.11,0.1566,1533,34,6.96,6.71
8636,1471,20180710_20180711_20180712,6.83,0.1502,6.94,0.2906,7.04,0.1711,1631,34,6.84,6.7
8637,1471,20180711_20180712_20180713,6.78,0.3517,6.88,0.1873,6.96,0.1175,1089,29,6.85,6.65
8638,1471,20180712_20180713_20180716,6.74,0.2419,6.81,0.2811,6.88,0.1462,1149,27,6.85,6.67
8639,1471,20180713_20180716_20180717,6.69,0.2525,6.76,0.2905,6.81,0.1591,1081,21,6.88,6.62
8640,1471,20180716_20180717_20180718,6.69,0.3621,6.75,0.2334,6.82,0.1232,917,23,6.76,6.53
8641,1471,20180717_20180718_20180719,6.66,0.2689,6.71,0.3489,6.82,0.0911,900,27,6.72,6.36
8642,1471,20180718_20180719_20180720,6.6,0.1483,6.69,0.3333,6.83,0.0925,681,32,6.57,6.37
8643,1471,20180719_20180720_20180723,6.41,0.1811,6.54,0.0947,6.67,0.2024,845,32,6.7,6.5
8644,1471,20180720_20180723_20180724,6.41,0.2539,6.53,0.272,6.65,0.1218,772,36,6.64,6.55
8645,1471,20180723_20180724_20180725,6.41,0.2129,6.51,0.2544,6.62,0.166,747,32,6.74,6.56
8646,1471,20180724_20180725_20180726,6.45,0.0812,6.58,0.2617,6.65,0.2509,554,33,6.69,6.52
8647,1471,20180725_20180726_20180727,6.54,0.0851,6.6,0.2936,6.65,0.2404,470,20,6.63,6.46
8648,1471,20180726_20180727_20180730,6.55,0.105,6.6,0.2649,6.67,0.074,419,20,6.66,6.5
8649,1471,20180727_20180730_20180731,6.5,0.2137,6.58,0.3889,6.65,0.0962,468,23,6.66,6.48
8650,1471,20180730_20180731_20180801,6.48,0.1323,6.51,0.4362,6.58,0.1622,635,21,6.65,6.3
8651,1472,20180621_20180622_20180625,34.31,0.0269,36.23,0.3224,38.48,0.496,1002,43,36.8,35.5
8652,1472,20180622_20180625_20180626,35.04,0.056,36.27,0.4465,38.19,0.1426,589,38,36.75,36.05
8653,1472,20180625_20180626_20180627,35.07,0.0561,36.09,0.575,36.83,0.1447,553,33,37.5,36.65
8654,1472,20180626_20180627_20180628,35.64,0.1201,36.7,0.4845,37.25,0.1139,483,32,37.5,36.7
8655,1472,20180627_20180628_20180629,35.72,0.0974,36.7,0.413,37.2,0.1067,431,24,37.9,35.0
8656,1472,20180628_20180629_20180702,36.67,0.3324,37.01,0.1489,37.45,0.0745,376,20,36.3,35.0
8657,1472,20180629_20180702_20180703,35.39,0.299,36.08,0.2558,36.93,0.1495,301,23,35.55,34.8
8658,1472,20180703_20180704_20180705,35.18,0.3246,35.59,0.223,36.08,0.2426,305,18,35.9,35.6
8659,1472,20180705_20180706_20180709,33.98,0.1963,34.98,0.215,36.12,0.1963,107,19,37.5,37.5
8660,1472,20180706_20180709_20180710,34.41,0.1507,36.05,0.1438,37.15,0.1507,146,20,37.5,35.7
8661,1472,20180712_20180713_20180716,36.05,0.2381,36.57,0.2619,37.04,0.2024,84,18,36.6,36.35
8662,1472,20180723_20180724_20180725,35.02,0.2,35.47,0.285,36.13,0.165,200,19,34.0,33.0
8663,1472,20180724_20180725_20180726,33.42,0.0888,35.19,0.2523,36.01,0.1963,214,25,37.05,34.5
8664,1472,20180725_20180726_20180727,33.37,0.1053,35.21,0.2632,36.93,0.0376,266,36,35.3,34.5
8665,1472,20180726_20180727_20180730,33.37,0.0912,34.85,0.4593,36.28,0.0423,307,35,35.8,34.0
8666,1472,20180727_20180730_20180731,33.32,0.0388,34.85,0.5543,36.26,0.0504,258,30,35.35,34.1
8667,1474,20180709_20180710_20180711,11.93,0.0947,12.32,0.214,12.54,0.4415,1257,19,12.6,12.45
8668,1475,20180718_20180719_20180720,20.49,0.2,21.01,0.3818,21.91,0.1091,55,18,20.45,18.45
8669,1475,20180720_20180723_20180724,18.79,0.2828,20.37,0.1717,20.99,0.1919,99,19,18.9,18.6
8670,1476,20180621_20180622_20180625,345.46,0.3357,349.98,0.287,353.17,0.0964,1826,28,348.5,346.0
8671,1476,20180622_20180625_20180626,341.59,0.3052,345.03,0.3273,347.72,0.2489,2041,31,353.5,346.5
8672,1476,20180625_20180626_20180627,341.77,0.3084,345.71,0.2098,350.8,0.2059,2088,34,354.0,354.0
8673,1476,20180626_20180627_20180628,341.66,0.2703,348.06,0.2947,351.61,0.304,2138,35,362.5,360.0
8674,1476,20180627_20180628_20180629,350.21,0.2834,357.27,0.1879,361.21,0.1691,2241,34,366.0,352.0
8675,1476,20180628_20180629_20180702,349.5,0.1598,357.46,0.2369,361.76,0.2611,1777,34,365.0,355.0
8676,1476,20180629_20180702_20180703,355.34,0.064,359.23,0.2813,362.29,0.2355,2204,27,365.0,357.5
8677,1476,20180702_20180703_20180704,354.03,0.1278,358.66,0.2263,362.2,0.2579,1706,27,363.5,353.0
8678,1476,20180703_20180704_20180705,354.28,0.0978,359.13,0.2612,362.2,0.2747,2228,27,361.5,345.5
8679,1476,20180704_20180705_20180706,355.52,0.2306,359.28,0.1951,362.15,0.2625,1943,25,352.5,337.0
8680,1476,20180705_20180706_20180709,348.92,0.1705,355.52,0.2553,361.19,0.2896,2041,37,350.0,334.0
8681,1476,20180706_20180709_20180710,342.37,0.1914,348.85,0.226,355.99,0.1983,2774,50,345.0,335.0
8682,1476,20180709_20180710_20180711,338.2,0.1869,343.26,0.24,349.02,0.1443,3258,38,348.5,344.0
8683,1476,20180710_20180711_20180712,337.22,0.0884,341.43,0.2939,345.94,0.1554,3757,33,349.0,347.5
8684,1476,20180711_20180712_20180713,335.9,0.102,340.93,0.3349,346.33,0.2223,2735,31,352.0,349.0
8685,1476,20180712_20180713_20180716,341.16,0.1899,346.29,0.3079,349.99,0.2135,1991,33,357.0,346.0
8686,1476,20180713_20180716_20180717,346.47,0.1925,350.17,0.3426,353.6,0.1771,1553,27,352.0,350.5
8687,1476,20180716_20180717_20180718,347.14,0.0903,350.18,0.473,353.56,0.1748,1573,23,354.5,350.5
8688,1476,20180717_20180718_20180719,347.03,0.087,350.32,0.2518,353.38,0.406,1505,23,353.0,350.5
8689,1476,20180718_20180719_20180720,347.03,0.087,350.51,0.2167,352.88,0.3676,1080,18,354.5,352.0
8690,1476,20180724_20180725_20180726,346.23,0.3489,349.52,0.2429,352.95,0.2191,1132,22,354.0,347.5
8691,1476,20180725_20180726_20180727,346.23,0.2431,349.38,0.4055,352.08,0.1317,1625,22,353.0,346.5
8692,1476,20180726_20180727_20180730,346.23,0.165,349.24,0.3835,351.49,0.1429,1721,19,352.5,346.0
8693,1504,20180622_20180625_20180626,23.07,0.538,23.2,0.3778,23.46,0.0682,15018,18,23.05,22.8
8694,1506,20180626_20180627_20180628,20.43,0.3665,20.84,0.1504,21.33,0.0451,532,22,21.4,20.65
8695,1506,20180627_20180628_20180629,20.45,0.2454,20.89,0.209,21.23,0.209,603,24,21.35,20.3
8696,1506,20180628_20180629_20180702,20.44,0.0926,20.84,0.2316,21.21,0.2653,475,23,20.9,20.2
8697,1506,20180629_20180702_20180703,20.43,0.0951,20.84,0.1805,21.19,0.3146,410,22,20.65,20.0
8698,1506,20180726_20180727_20180730,20.73,0.4452,20.92,0.1431,21.23,0.1065,629,18,21.25,20.8
8699,1506,20180727_20180730_20180731,20.78,0.3803,21.09,0.2104,21.36,0.0761,618,18,21.5,20.6
8700,1507,20180621_20180622_20180625,47.57,0.2003,48.3,0.3867,49.44,0.1034,1218,54,48.35,47.9
8701,1507,20180622_20180625_20180626,47.59,0.238,48.27,0.2829,49.48,0.1229,1025,54,48.5,47.6
8702,1507,20180625_20180626_20180627,48.11,0.4598,48.73,0.0823,49.49,0.0663,498,32,48.7,48.3
8703,1507,20180626_20180627_20180628,47.72,0.1208,48.0,0.3474,48.34,0.0997,331,21,48.85,47.95
8704,1507,20180627_20180628_20180629,47.8,0.1234,48.13,0.1417,48.6,0.2992,381,26,48.3,48.0
8705,1507,20180628_20180629_20180702,47.73,0.1536,48.14,0.1285,48.61,0.3574,319,26,48.4,47.8
8706,1507,20180629_20180702_20180703,48.05,0.2915,48.29,0.1912,48.64,0.2727,319,18,48.8,48.1
8707,1507,20180703_20180704_20180705,48.01,0.3783,48.23,0.2434,48.7,0.0375,267,19,48.6,47.9
8708,1507,20180704_20180705_20180706,47.97,0.3169,48.37,0.1148,48.77,0.2186,183,20,48.4,47.4
8709,1507,20180706_20180709_20180710,47.55,0.3763,47.99,0.2903,48.39,0.0349,372,20,47.75,46.6
8710,1507,20180709_20180710_20180711,47.11,0.102,47.57,0.3991,48.01,0.1692,461,24,47.1,46.4
8711,1507,20180710_20180711_20180712,46.69,0.1168,47.02,0.204,47.57,0.3644,505,24,47.15,47.0
8712,1507,20180711_20180712_20180713,46.7,0.2764,47.02,0.3173,47.61,0.1587,416,25,47.3,47.0
8713,1507,20180718_20180719_20180720,47.16,0.115,47.78,0.2566,48.16,0.1327,339,23,48.95,48.9
8714,1507,20180719_20180720_20180723,47.83,0.2969,48.32,0.1906,48.81,0.1375,320,26,49.5,49.15
8715,1507,20180720_20180723_20180724,48.15,0.087,48.89,0.1793,49.35,0.1929,368,31,49.65,49.15
8716,1507,20180723_20180724_20180725,48.38,0.137,48.89,0.1315,49.37,0.411,365,26,49.65,49.35
8717,1507,20180727_20180730_20180731,48.86,0.4373,49.33,0.2492,49.52,0.1453,654,18,47.55,46.9
8718,1507,20180730_20180731_20180801,47.18,0.2742,48.86,0.4013,49.31,0.1709,755,27,47.3,46.35
8719,1513,20180705_20180706_20180709,20.27,0.18,20.58,0.176,20.88,0.2663,6811,20,20.95,20.65
8720,1513,20180706_20180709_20180710,20.25,0.086,20.6,0.1568,20.88,0.3646,7654,20,21.35,20.8
8721,1513,20180709_20180710_20180711,20.67,0.1616,20.89,0.3982,21.23,0.2847,10088,22,21.2,20.85
8722,1513,20180716_20180717_20180718,21.15,0.1459,21.4,0.4276,21.57,0.2889,5961,19,21.55,21.3
8723,1514,20180621_20180622_20180625,16.11,0.2574,16.68,0.2666,17.08,0.2663,8046,28,15.95,15.95
8724,1514,20180622_20180625_20180626,15.58,0.1637,16.08,0.2352,16.72,0.2853,8950,38,16.4,15.8
8725,1514,20180625_20180626_20180627,15.6,0.1323,16.1,0.4087,16.36,0.2209,9728,30,16.4,16.05
8726,1514,20180626_20180627_20180628,15.52,0.0815,15.92,0.1081,16.23,0.462,10060,24,16.35,15.65
8727,1514,20180629_20180702_20180703,15.34,0.2702,15.7,0.2554,16.14,0.225,3916,22,15.5,14.8
8728,1514,20180702_20180703_20180704,15.17,0.21,15.38,0.2687,15.76,0.1901,4067,19,15.55,14.5
8729,1514,20180703_20180704_20180705,15.06,0.1649,15.39,0.3221,15.79,0.0754,6471,24,15.15,14.75
8730,1514,20180704_20180705_20180706,14.73,0.1574,15.13,0.244,15.42,0.2098,5577,22,15.05,14.5
8731,1514,20180705_20180706_20180709,14.7,0.2278,14.97,0.2103,15.41,0.203,5084,22,14.95,14.4
8732,1514,20180712_20180713_20180716,14.65,0.2691,14.89,0.127,15.19,0.2745,4110,18,15.35,14.95
8733,1514,20180718_20180719_20180720,15.14,0.1677,15.42,0.2621,15.66,0.3843,12829,18,15.05,14.9
8734,1514,20180719_20180720_20180723,15.12,0.1452,15.42,0.2618,15.66,0.3837,12848,18,15.1,15.05
8735,1515,20180622_20180625_20180626,38.25,0.2599,39.26,0.1099,40.1,0.2014,2239,49,40.15,39.3
8736,1515,20180625_20180626_20180627,38.29,0.0484,39.45,0.2694,40.08,0.258,2624,49,41.1,39.8
8737,1515,20180626_20180627_20180628,38.72,0.0822,39.71,0.2001,40.44,0.2295,3468,58,40.8,40.0
8738,1515,20180627_20180628_20180629,39.55,0.1497,40.07,0.3791,40.66,0.1436,2646,37,40.35,40.15
8739,1515,20180628_20180629_20180702,40.05,0.509,40.43,0.1972,40.83,0.149,2175,34,41.95,39.5
8740,1515,20180629_20180702_20180703,40.17,0.2389,40.85,0.2604,41.43,0.1891,2892,43,41.7,39.8
8741,1515,20180702_20180703_20180704,40.2,0.1545,40.86,0.2978,41.42,0.1983,3036,45,41.55,38.7
8742,1515,20180703_20180704_20180705,40.0,0.1577,40.75,0.2314,41.38,0.2059,3444,46,40.0,38.85
8743,1515,20180704_20180705_20180706,38.98,0.2118,39.97,0.3133,40.88,0.1534,2177,58,39.7,39.05
8744,1515,20180705_20180706_20180709,39.07,0.3766,39.9,0.3088,40.84,0.0668,1901,54,40.4,39.25
8745,1515,20180706_20180709_20180710,38.96,0.2456,39.37,0.1534,39.92,0.2858,2138,35,40.3,38.5
8746,1515,20180709_20180710_20180711,39.2,0.1139,39.77,0.3258,40.08,0.3012,1906,31,40.45,39.8
8747,1515,20180710_20180711_20180712,38.6,0.0947,39.75,0.3026,40.08,0.3865,2313,33,43.65,44.8
8748,1515,20180711_20180712_20180713,39.8,0.1764,41.76,0.0557,43.5,0.4912,5114,82,48.0,48.0
8749,1515,20180712_20180713_20180716,40.11,0.0553,43.68,0.24,46.99,0.333,15124,140,50.7,48.3
8750,1515,20180713_20180716_20180717,43.24,0.1202,47.0,0.1758,49.44,0.3462,30023,168,50.2,48.45
8751,1515,20180716_20180717_20180718,46.42,0.1141,48.46,0.1919,49.77,0.3347,33173,106,49.9,48.8
8752,1515,20180717_20180718_20180719,48.61,0.1965,49.27,0.2027,50.0,0.2702,26433,48,49.8,46.5
8753,1515,20180718_20180719_20180720,48.73,0.1537,49.2,0.2693,49.86,0.2285,13075,37,51.6,50.5
8754,1515,20180719_20180720_20180723,47.35,0.0782,49.11,0.4093,51.12,0.1884,13944,86,52.8,50.5
8755,1515,20180720_20180723_20180724,47.35,0.0718,49.09,0.2111,51.53,0.5049,17306,98,52.3,51.3
8756,1515,20180723_20180724_20180725,47.33,0.0658,49.01,0.07,51.53,0.6639,18867,98,52.1,52.2
8757,1515,20180724_20180725_20180726,51.1,0.1814,51.61,0.3765,52.09,0.3016,13796,24,57.2,52.8
8758,1515,20180725_20180726_20180727,51.7,0.3013,54.72,0.1925,56.2,0.228,20129,66,56.9,55.5
8759,1515,20180726_20180727_20180730,52.08,0.1018,54.66,0.2443,56.25,0.2676,24605,60,57.4,55.3
8760,1515,20180727_20180730_20180731,53.93,0.0908,55.22,0.2313,56.54,0.2917,27472,53,57.6,53.8
8761,1515,20180730_20180731_20180801,53.72,0.0689,55.21,0.1771,56.66,0.4017,17988,49,56.0,54.5
8762,1516,20180621_20180622_20180625,22.12,0.1741,22.53,0.0983,22.9,0.3103,580,26,22.4,21.2
8763,1516,20180622_20180625_20180626,21.26,0.1032,22.06,0.2801,22.65,0.2138,407,40,21.65,20.7
8764,1516,20180625_20180626_20180627,20.96,0.1003,21.66,0.1626,22.65,0.2941,289,38,21.5,20.7
8765,1516,20180626_20180627_20180628,20.85,0.1739,21.46,0.3671,21.88,0.1111,207,31,21.0,20.4
8766,1516,20180629_20180702_20180703,20.58,0.298,20.96,0.2626,21.62,0.1515,198,28,22.05,19.9
8767,1516,20180702_20180703_20180704,20.57,0.1705,21.06,0.1477,21.68,0.3144,264,33,22.4,20.2
