idx,symbol,date_group,price_1,qty_ratio_1,price_2,qty_ratio_2,price_3,qty_ratio_3,qty_total,price_item_count,future_buy_price,future_sell_price
1,1101,20180523_20180524_20180525,44.0,0.7384,44.34,0.1954,44.94,0.0491,59639,41,44.3,42.95
2,1101,20180524_20180525_20180528,43.99,0.733,44.27,0.067,44.77,0.0297,53583,26,44.0,42.9
3,1101,20180525_20180528_20180529,43.2,0.1919,44.01,0.6064,44.81,0.0059,57079,43,44.25,43.45
4,1101,20180528_20180529_20180530,43.06,0.1941,43.41,0.1411,43.98,0.4399,61705,29,44.25,43.5
5,1101,20180529_20180530_20180531,43.12,0.1713,43.62,0.3461,44.01,0.1853,69903,28,44.15,43.85
6,1101,20180530_20180531_20180601,43.05,0.0441,43.64,0.5345,44.01,0.2265,60438,28,45.7,44.45
7,1101,20180531_20180601_20180604,43.66,0.5147,44.11,0.0893,45.26,0.1417,61009,46,45.7,44.5
8,1101,20180601_20180604_20180605,43.75,0.1532,44.99,0.4078,45.46,0.1648,51231,45,45.0,44.65
9,1101,20180604_20180605_20180606,44.59,0.1335,45.05,0.4166,45.49,0.1304,51309,38,45.25,44.35
10,1101,20180605_20180606_20180607,44.72,0.4293,45.04,0.2949,45.59,0.0114,35521,24,45.15,44.3
11,1101,20180606_20180607_20180608,44.5,0.0563,44.73,0.5094,44.95,0.1533,31495,19,45.15,44.4
12,1102,20180523_20180524_20180525,33.48,0.4024,33.69,0.3764,34.1,0.0423,15985,27,33.85,32.6
13,1102,20180524_20180525_20180528,33.42,0.3571,33.63,0.4046,33.91,0.1156,13611,23,33.5,32.25
14,1102,20180525_20180528_20180529,32.72,0.1176,33.06,0.1412,33.5,0.3774,14520,27,33.3,32.3
15,1102,20180528_20180529_20180530,32.57,0.1875,32.94,0.2941,33.52,0.19,19328,33,33.35,32.75
16,1102,20180529_20180530_20180531,32.47,0.104,32.79,0.1745,33.06,0.5387,36891,26,33.6,33.45
17,1102,20180530_20180531_20180601,32.46,0.1038,32.81,0.1969,33.07,0.5068,36941,27,34.65,33.7
18,1102,20180531_20180601_20180604,32.66,0.1071,33.08,0.535,34.35,0.1152,39530,48,34.8,33.75
19,1102,20180601_20180604_20180605,33.0,0.1504,33.94,0.3208,34.51,0.2845,24001,41,34.3,33.7
20,1102,20180604_20180605_20180606,33.88,0.375,34.17,0.1214,34.55,0.2208,22173,27,34.4,33.6
21,1102,20180605_20180606_20180607,33.86,0.5487,34.06,0.244,34.32,0.1115,16695,22,34.0,33.6
22,1201,20180525_20180528_20180529,23.3,0.2262,23.8,0.2328,24.05,0.3842,6460,22,23.95,23.75
23,1201,20180528_20180529_20180530,23.27,0.1083,23.75,0.2683,24.02,0.2645,7524,21,24.2,23.65
24,1201,20180604_20180605_20180606,24.04,0.3314,24.31,0.0588,24.75,0.3879,6476,22,24.75,24.45
25,1201,20180605_20180606_20180607,24.13,0.1676,24.5,0.2532,24.75,0.4004,6718,22,24.85,24.45
26,1210,20180528_20180529_20180530,38.63,0.5062,39.11,0.1537,39.45,0.212,6244,27,39.0,38.65
27,1210,20180529_20180530_20180531,38.62,0.5064,38.8,0.1559,39.16,0.101,6676,21,39.65,39.6
28,1210,20180530_20180531_20180601,38.62,0.5714,38.82,0.1688,39.4,0.1488,6880,24,40.15,39.45
29,1210,20180531_20180601_20180604,38.74,0.2836,39.39,0.2398,39.85,0.2726,5454,34,39.95,39.45
30,1210,20180601_20180604_20180605,38.87,0.0189,39.42,0.2851,39.83,0.4297,5015,31,39.85,39.4
31,1215,20180528_20180529_20180530,58.32,0.2595,59.12,0.2357,59.61,0.2911,2686,21,58.6,58.3
32,1215,20180529_20180530_20180531,58.2,0.3383,58.48,0.4145,59.23,0.2245,2820,18,60.4,60.1
33,1215,20180530_20180531_20180601,58.3,0.5968,58.89,0.1036,59.77,0.0739,2654,24,61.0,60.5
34,1215,20180531_20180601_20180604,58.35,0.3224,59.74,0.1029,60.8,0.3398,2643,31,60.9,60.5
35,1215,20180601_20180604_20180605,58.73,0.0651,59.78,0.1283,60.74,0.5547,2120,28,60.9,60.1
36,1216,20180524_20180525_20180528,72.28,0.5237,72.81,0.0932,73.34,0.1584,16753,18,74.1,71.9
37,1216,20180525_20180528_20180529,72.31,0.2721,72.86,0.082,73.55,0.2823,15241,21,73.0,72.1
38,1216,20180528_20180529_20180530,72.02,0.1698,72.57,0.2758,73.54,0.2509,22961,23,73.1,72.5
39,1216,20180529_20180530_20180531,72.34,0.2636,73.07,0.4479,73.65,0.1098,39875,22,74.0,73.9
40,1216,20180530_20180531_20180601,72.36,0.2573,73.08,0.4703,73.83,0.0657,41381,22,75.1,74.5
41,1216,20180531_20180601_20180604,72.49,0.1273,73.18,0.5139,74.7,0.1492,37612,31,75.2,74.6
42,1216,20180601_20180604_20180605,73.08,0.092,73.98,0.1322,74.89,0.603,22325,28,76.0,75.3
43,1216,20180604_20180605_20180606,74.51,0.1063,74.96,0.5345,75.73,0.2071,23342,22,76.1,74.8
44,1217,20180523_20180524_20180525,7.81,0.0949,8.05,0.407,8.21,0.2,16911,61,8.05,8.0
45,1217,20180524_20180525_20180528,7.84,0.1091,8.03,0.4187,8.21,0.1807,18711,61,8.15,7.92
46,1217,20180525_20180528_20180529,8.0,0.1802,8.08,0.2644,8.22,0.0352,11791,33,8.27,8.01
47,1217,20180528_20180529_20180530,7.99,0.2709,8.08,0.2106,8.21,0.1509,11087,36,8.15,8.0
48,1217,20180529_20180530_20180531,8.02,0.3627,8.11,0.2615,8.22,0.1633,11444,36,8.08,8.12
49,1217,20180530_20180531_20180601,8.02,0.3362,8.1,0.2283,8.22,0.1866,10015,36,8.22,8.06
50,1217,20180531_20180601_20180604,8.04,0.2664,8.09,0.1444,8.17,0.2498,8744,23,8.18,8.07
51,1217,20180601_20180604_20180605,8.05,0.151,8.14,0.2475,8.19,0.3072,7669,23,8.17,8.1
52,1217,20180605_20180606_20180607,8.12,0.2411,8.32,0.2682,8.41,0.1886,13130,44,8.43,8.15
53,1217,20180606_20180607_20180608,8.12,0.1441,8.29,0.2126,8.4,0.2707,14575,44,8.27,8.08
54,1218,20180523_20180524_20180525,18.45,0.1553,19.1,0.3271,19.37,0.3422,9761,28,19.45,19.05
55,1218,20180524_20180525_20180528,18.72,0.0478,19.15,0.465,19.39,0.3161,9856,25,19.25,19.0
56,1218,20180528_20180529_20180530,19.16,0.3362,19.57,0.1788,19.88,0.0913,8097,23,19.6,19.2
57,1218,20180529_20180530_20180531,19.14,0.2249,19.48,0.2409,19.84,0.1148,7967,23,19.4,19.25
58,1218,20180530_20180531_20180601,19.31,0.396,19.62,0.2247,19.92,0.097,7770,23,19.6,19.25
59,1218,20180605_20180606_20180607,19.44,0.19,19.71,0.1671,19.96,0.3162,9428,18,20.8,20.0
60,1218,20180606_20180607_20180608,19.59,0.1605,19.96,0.2822,20.5,0.2179,13922,30,20.45,19.6
61,1225,20180525_20180528_20180529,80.03,0.8104,82.21,0.0743,85.9,0.0446,269,18,79.8,79.6
62,1225,20180601_20180604_20180605,78.73,0.0289,80.51,0.6612,81.18,0.186,242,18,81.2,80.1
63,1227,20180525_20180528_20180529,58.64,0.1077,59.29,0.4712,60.0,0.1302,3334,26,61.4,59.8
64,1227,20180528_20180529_20180530,58.88,0.1426,59.8,0.3676,60.83,0.0992,4333,33,61.9,60.4
65,1227,20180529_20180530_20180531,59.72,0.1061,60.39,0.0998,61.21,0.6931,16553,29,61.3,60.7
66,1227,20180530_20180531_20180601,59.78,0.0559,60.52,0.1011,61.2,0.6913,16688,25,62.8,62.2
67,1227,20180531_20180601_20180604,60.46,0.0957,61.19,0.7456,61.95,0.0552,16022,31,63.8,63.2
68,1227,20180601_20180604_20180605,60.84,0.2799,62.02,0.0679,63.46,0.2466,3666,34,63.7,63.2
69,1227,20180604_20180605_20180606,61.53,0.2204,62.5,0.1485,63.44,0.5128,3448,31,63.7,62.5
70,1229,20180531_20180601_20180604,37.99,0.136,38.3,0.4453,38.54,0.2242,4941,19,38.85,38.65
71,1231,20180523_20180524_20180525,37.13,0.0526,37.51,0.3173,37.83,0.2617,1368,25,38.0,37.95
72,1231,20180525_20180528_20180529,37.57,0.223,37.94,0.2571,38.3,0.2002,1054,22,39.5,38.4
73,1231,20180528_20180529_20180530,37.78,0.1577,38.34,0.2845,38.98,0.1697,1332,38,39.4,38.35
74,1231,20180529_20180530_20180531,38.2,0.2303,38.55,0.2303,39.03,0.2216,1494,31,38.8,38.55
75,1231,20180530_20180531_20180601,38.49,0.3686,38.89,0.3204,39.26,0.1073,1286,29,39.15,38.5
76,1231,20180531_20180601_20180604,38.56,0.3213,38.93,0.2582,39.21,0.0923,856,22,39.0,38.1
77,1231,20180604_20180605_20180606,38.26,0.17,38.59,0.2488,38.94,0.2581,647,22,38.45,38.05
78,1231,20180605_20180606_20180607,38.2,0.255,38.48,0.1781,38.84,0.0983,702,20,38.6,37.6
79,1256,20180523_20180524_20180525,187.04,0.1262,190.6,0.4276,194.06,0.0818,428,23,192.0,186.0
80,1256,20180524_20180525_20180528,188.31,0.1901,190.95,0.3404,194.22,0.0728,426,20,190.5,184.0
81,1256,20180525_20180528_20180529,187.79,0.2812,190.82,0.3239,194.75,0.0938,352,22,187.0,184.0
82,1256,20180601_20180604_20180605,183.98,0.1351,186.56,0.2946,189.79,0.2,370,19,188.5,180.5
83,1256,20180605_20180606_20180607,181.81,0.3006,185.98,0.2102,189.5,0.1729,509,24,182.5,180.0
84,1256,20180606_20180607_20180608,181.44,0.4675,184.11,0.125,186.3,0.185,400,18,183.5,179.0
85,1262,20180523_20180524_20180525,33.34,0.246,33.71,0.3386,34.11,0.0659,1199,25,33.6,33.4
86,1262,20180524_20180525_20180528,33.3,0.4351,33.57,0.2411,33.89,0.1189,1186,22,33.75,32.95
87,1262,20180530_20180531_20180601,33.17,0.1743,33.79,0.1998,34.88,0.3984,3258,47,34.9,34.55
88,1262,20180531_20180601_20180604,33.61,0.1903,34.57,0.2727,34.94,0.3971,3631,43,35.5,34.55
89,1262,20180601_20180604_20180605,34.04,0.0211,34.69,0.4237,35.08,0.252,3750,38,35.2,34.8
90,1262,20180604_20180605_20180606,34.61,0.3937,34.86,0.2196,35.21,0.0911,2304,23,37.3,32.3
91,1262,20180605_20180606_20180607,34.92,0.4138,35.84,0.1404,36.86,0.1211,4666,56,35.8,30.55
92,1262,20180606_20180607_20180608,32.3,0.1359,34.91,0.3411,36.52,0.0851,5746,73,32.0,30.75
93,1303,20180523_20180524_20180525,86.23,0.0857,86.81,0.4755,87.09,0.5195,17933,18,87.1,85.8
94,1303,20180524_20180525_20180528,85.99,0.1985,86.53,0.2378,86.97,0.3044,20569,19,86.7,84.9
95,1303,20180528_20180529_20180530,85.14,0.3515,85.96,0.3864,86.57,0.1342,27556,23,85.6,83.9
96,1303,20180529_20180530_20180531,83.7,0.4709,85.19,0.2459,85.98,0.1349,52373,20,85.3,85.4
97,1303,20180530_20180531_20180601,83.7,0.4717,84.68,0.1091,85.2,0.2432,51883,20,86.4,86.3
98,1303,20180531_20180601_20180604,83.71,0.4939,84.99,0.0855,85.96,0.1575,49983,27,87.0,86.0
99,1303,20180601_20180604_20180605,84.68,0.2372,85.99,0.3395,86.59,0.2855,24866,32,86.7,86.1
100,1303,20180606_20180607_20180608,85.54,0.2101,86.39,0.4516,86.95,0.0753,38075,22,85.9,84.6
101,1305,20180523_20180524_20180525,30.42,0.2855,30.86,0.2286,31.64,0.2595,14703,35,30.55,30.0
102,1305,20180524_20180525_20180528,30.21,0.255,30.44,0.2921,30.89,0.2039,12275,26,30.5,29.9
103,1305,20180606_20180607_20180608,29.96,0.2458,30.27,0.2826,30.51,0.2259,10246,18,30.45,29.9
104,1309,20180523_20180524_20180525,16.35,0.1128,17.11,0.2815,17.65,0.2868,71525,45,17.25,16.5
105,1309,20180524_20180525_20180528,16.67,0.0613,17.45,0.3869,17.82,0.23,47067,39,17.25,16.2
106,1309,20180525_20180528_20180529,16.53,0.2859,16.92,0.2529,17.35,0.1931,23067,30,16.9,16.5
107,1309,20180528_20180529_20180530,16.35,0.2215,16.6,0.2765,16.94,0.2488,20716,22,17.3,16.2
108,1309,20180529_20180530_20180531,16.31,0.1714,16.63,0.2285,17.02,0.2371,16685,23,16.65,16.25
109,1309,20180530_20180531_20180601,16.29,0.315,16.58,0.1492,17.0,0.2199,14373,23,16.6,15.95
110,1309,20180531_20180601_20180604,16.32,0.2684,16.54,0.2729,17.01,0.1793,12853,23,16.35,16.05
111,1309,20180606_20180607_20180608,16.21,0.1767,16.44,0.2841,16.7,0.17,11650,18,16.45,15.8
112,1310,20180523_20180524_20180525,23.83,0.1342,24.21,0.2811,24.55,0.1784,54520,25,23.95,23.35
113,1310,20180524_20180525_20180528,23.4,0.1672,23.78,0.272,24.23,0.3801,35415,29,23.95,23.0
114,1310,20180525_20180528_20180529,23.41,0.2517,23.68,0.292,23.87,0.2469,24465,18,23.85,23.4
115,1310,20180528_20180529_20180530,23.27,0.1957,23.45,0.3506,23.73,0.2227,20943,20,24.5,23.8
116,1310,20180529_20180530_20180531,23.37,0.1804,23.76,0.1933,24.3,0.3464,28230,31,24.6,23.8
117,1310,20180530_20180531_20180601,23.4,0.0841,23.94,0.1399,24.32,0.4253,32909,33,24.8,24.3
118,1310,20180531_20180601_20180604,23.86,0.1229,24.26,0.3731,24.56,0.2469,40867,29,24.75,24.15
119,1310,20180601_20180604_20180605,24.06,0.1185,24.42,0.2982,24.63,0.2614,34998,21,24.6,24.35
120,1310,20180604_20180605_20180606,24.09,0.0524,24.44,0.3844,24.63,0.3045,30595,21,24.8,24.1
121,1312,20180523_20180524_20180525,32.24,0.1532,33.22,0.1989,33.93,0.2808,33100,48,31.9,31.4
122,1312,20180524_20180525_20180528,31.36,0.32,32.22,0.1944,33.22,0.2121,30333,58,32.25,31.0
123,1312,20180525_20180528_20180529,31.4,0.3825,31.94,0.2178,32.4,0.1144,31666,38,31.5,31.5
124,1312,20180528_20180529_20180530,31.21,0.3241,31.45,0.3441,31.91,0.097,30292,26,32.4,31.45
125,1312,20180529_20180530_20180531,31.29,0.1644,31.67,0.1234,32.09,0.3481,36331,29,32.0,31.25
126,1312,20180530_20180531_20180601,31.22,0.1622,31.6,0.3226,32.1,0.3033,36002,29,31.8,31.2
127,1312,20180531_20180601_20180604,31.49,0.2356,31.67,0.2782,32.1,0.2962,32971,24,31.7,31.1
128,1312,20180605_20180606_20180607,31.26,0.2632,31.61,0.122,31.95,0.3523,24450,22,31.7,30.2
129,1312,20180606_20180607_20180608,31.26,0.2305,31.59,0.199,31.95,0.3239,26592,22,31.3,29.55
130,1314,20180523_20180524_20180525,13.81,0.2238,14.14,0.2459,14.42,0.178,147272,20,13.75,13.6
131,1316,20180523_20180524_20180525,20.97,0.2641,21.24,0.3374,21.5,0.0932,2469,21,21.05,21.0
132,1316,20180528_20180529_20180530,21.01,0.1768,21.47,0.2813,21.69,0.1125,1635,20,21.65,21.2
133,1316,20180601_20180604_20180605,21.35,0.1393,21.72,0.1998,21.93,0.3391,1737,18,22.0,21.9
134,1316,20180606_20180607_20180608,21.98,0.1739,22.26,0.2414,22.5,0.2131,2680,18,22.75,22.25
135,1323,20180528_20180529_20180530,34.0,0.199,34.84,0.155,35.22,0.3695,387,30,35.25,34.75
136,1323,20180529_20180530_20180531,33.06,0.0978,34.11,0.1907,34.97,0.4303,409,30,35.2,34.85
137,1323,20180530_20180531_20180601,33.06,0.0847,34.11,0.1121,34.92,0.3844,437,27,35.3,35.1
138,1323,20180605_20180606_20180607,35.24,0.3174,35.51,0.1798,35.83,0.1172,734,18,35.9,36.0
139,1336,20180606_20180607_20180608,16.56,0.0572,17.03,0.2952,17.35,0.3684,1189,18,17.45,17.35
140,1339,20180530_20180531_20180601,39.72,0.1766,40.81,0.0373,41.39,0.1791,402,33,41.8,40.7
141,1339,20180531_20180601_20180604,39.9,0.154,41.14,0.2078,41.6,0.2738,409,29,41.3,40.65
142,1339,20180601_20180604_20180605,40.87,0.1522,41.27,0.281,41.62,0.1639,427,25,41.0,40.35
143,1339,20180604_20180605_20180606,40.85,0.4179,41.38,0.1929,41.69,0.1643,280,23,40.9,40.35
144,1339,20180605_20180606_20180607,40.48,0.1536,40.79,0.3536,40.95,0.2357,280,18,40.6,40.8
145,1340,20180530_20180531_20180601,42.34,0.2698,42.79,0.2402,43.25,0.1373,1049,29,43.5,42.7
146,1340,20180531_20180601_20180604,42.5,0.1578,42.87,0.2789,43.25,0.2339,1090,25,43.1,42.8
147,1340,20180601_20180604_20180605,42.74,0.2624,42.92,0.3639,43.25,0.2488,1025,23,43.25,42.7
148,1402,20180524_20180525_20180528,28.64,0.2164,28.98,0.1951,29.19,0.2244,14031,18,28.8,28.0
149,1402,20180525_20180528_20180529,28.53,0.3994,28.74,0.2105,29.02,0.1864,14545,19,28.6,28.1
150,1402,20180528_20180529_20180530,28.11,0.2991,28.52,0.3603,28.74,0.1213,18163,21,28.7,28.4
151,1402,20180530_20180531_20180601,28.12,0.2287,28.53,0.4437,28.89,0.0905,25252,21,29.4,29.15
152,1402,20180531_20180601_20180604,28.53,0.5209,28.92,0.123,29.29,0.1947,21869,27,29.5,29.3
153,1402,20180601_20180604_20180605,28.69,0.0458,28.95,0.2076,29.35,0.4868,12953,22,30.0,29.5
154,1402,20180604_20180605_20180606,29.29,0.3257,29.53,0.1964,29.84,0.2535,17366,22,29.95,29.45
155,1402,20180605_20180606_20180607,29.42,0.1885,29.62,0.1846,29.84,0.3629,18464,18,29.85,28.95
156,1409,20180530_20180531_20180601,10.64,0.0743,11.02,0.3876,11.3,0.2491,42768,22,11.6,11.4
157,1409,20180531_20180601_20180604,10.97,0.3045,11.27,0.1832,11.49,0.2087,48466,18,11.6,11.5
158,1409,20180605_20180606_20180607,11.54,0.1888,11.93,0.2715,12.19,0.2376,37571,21,12.65,12.0
159,1409,20180606_20180607_20180608,11.7,0.0977,12.06,0.276,12.4,0.2229,47644,24,12.5,11.8
160,1413,20180523_20180524_20180525,13.99,0.2191,14.28,0.1493,14.57,0.1822,1246,19,14.2,13.1
161,1413,20180524_20180525_20180528,13.7,0.1984,14.01,0.2716,14.47,0.1493,1668,23,13.95,13.0
162,1413,20180525_20180528_20180529,13.33,0.2541,13.79,0.2729,14.14,0.1828,1964,29,13.6,13.2
163,1413,20180528_20180529_20180530,13.25,0.2533,13.61,0.2227,13.91,0.1987,1958,24,13.5,13.1
164,1413,20180529_20180530_20180531,13.23,0.4754,13.45,0.2228,13.77,0.0485,1670,20,13.5,13.5
165,1413,20180531_20180601_20180604,13.27,0.3419,13.77,0.218,14.08,0.1686,1720,22,13.85,13.5
166,1413,20180601_20180604_20180605,13.28,0.1246,13.67,0.2941,14.01,0.1464,1605,23,13.75,13.65
167,1413,20180604_20180605_20180606,13.61,0.3957,13.84,0.1964,14.1,0.1235,1741,18,13.85,13.4
168,1414,20180528_20180529_20180530,7.65,0.191,7.78,0.1629,7.87,0.3441,2456,36,8.03,7.83
169,1414,20180529_20180530_20180531,7.69,0.1188,7.86,0.3415,7.97,0.1114,3089,37,7.96,7.91
170,1414,20180530_20180531_20180601,7.82,0.1846,7.9,0.3765,8.0,0.1102,2985,29,8.1,7.94
171,1414,20180531_20180601_20180604,7.91,0.4099,8.0,0.1973,8.07,0.0995,2291,28,8.05,7.95
172,1414,20180601_20180604_20180605,7.91,0.3003,7.98,0.2013,8.06,0.1017,1908,27,8.03,7.98
173,1414,20180604_20180605_20180606,7.94,0.1537,8.0,0.3554,8.07,0.0589,2088,20,8.04,7.96
174,1417,20180523_20180524_20180525,5.03,0.1644,5.09,0.3494,5.15,0.0594,4056,21,5.09,5.02
175,1417,20180524_20180525_20180528,5.03,0.2721,5.08,0.29,5.13,0.0796,3896,18,5.55,5.45
176,1417,20180525_20180528_20180529,5.05,0.325,5.28,0.0393,5.53,0.4542,9368,50,6.1,6.35
177,1417,20180528_20180529_20180530,5.11,0.0853,5.6,0.2409,6.06,0.4147,22791,99,6.71,6.71
178,1417,20180529_20180530_20180531,5.51,0.1607,6.04,0.2885,6.62,0.338,37816,130,7.1,6.41
179,1417,20180530_20180531_20180601,5.96,0.0624,6.63,0.3119,6.93,0.1108,43118,127,6.7,6.5
180,1417,20180531_20180601_20180604,6.52,0.1734,6.74,0.2996,7.01,0.0673,33643,71,6.93,6.55
181,1417,20180601_20180604_20180605,6.54,0.181,6.79,0.3338,7.03,0.1677,22928,69,6.78,6.5
182,1417,20180604_20180605_20180606,6.52,0.2898,6.65,0.1999,6.8,0.1562,13858,52,6.72,6.17
183,1417,20180605_20180606_20180607,6.57,0.2244,6.7,0.1788,6.82,0.1507,11397,43,6.54,6.0
184,1417,20180606_20180607_20180608,6.24,0.1205,6.51,0.2204,6.65,0.2137,9171,57,6.78,6.66
185,1419,20180525_20180528_20180529,48.02,0.3459,48.62,0.0445,48.99,0.4692,292,19,48.0,47.6
186,1419,20180530_20180531_20180601,47.43,0.1037,47.94,0.4,48.68,0.0444,135,20,47.6,46.7
187,1419,20180531_20180601_20180604,47.27,0.2895,47.72,0.1667,48.2,0.1579,114,25,47.25,47.2
188,1419,20180601_20180604_20180605,46.71,0.102,47.21,0.449,47.63,0.1531,98,19,47.5,47.0
189,1434,20180524_20180525_20180528,33.69,0.1498,33.89,0.3607,34.06,0.3795,4899,18,34.2,33.6
190,1434,20180525_20180528_20180529,33.78,0.0938,33.96,0.425,34.1,0.512,4445,18,33.95,33.35
191,1434,20180528_20180529_20180530,33.68,0.2388,33.85,0.2514,34.07,0.3489,5067,18,34.15,33.5
192,1434,20180530_20180531_20180601,33.35,0.3978,33.79,0.2415,34.19,0.1231,12102,22,35.3,34.9
193,1434,20180531_20180601_20180604,33.38,0.3901,34.06,0.1632,35.02,0.0907,12443,38,35.65,35.05
194,1434,20180601_20180604_20180605,34.14,0.2309,35.0,0.1954,35.45,0.2367,7661,44,36.2,35.3
195,1434,20180604_20180605_20180606,34.83,0.0819,35.29,0.3751,35.66,0.1621,6800,36,36.0,35.35
196,1434,20180605_20180606_20180607,35.24,0.1129,35.5,0.35,35.86,0.1926,6437,27,35.5,34.6
197,1434,20180606_20180607_20180608,35.41,0.4492,35.72,0.1853,35.92,0.2426,5223,24,35.5,34.4
198,1436,20180604_20180605_20180606,39.46,0.1757,39.79,0.2568,40.16,0.2027,74,19,39.9,39.2
199,1436,20180606_20180607_20180608,39.35,0.1899,39.76,0.2405,40.17,0.1899,79,21,39.5,39.25
200,1437,20180530_20180531_20180601,19.86,0.1394,20.26,0.3157,20.5,0.1783,1004,19,20.3,20.15
201,1439,20180523_20180524_20180525,39.95,0.1554,41.5,0.2144,42.67,0.205,5901,88,40.5,38.85
202,1439,20180524_20180525_20180528,39.24,0.2608,40.61,0.193,41.88,0.1409,3995,87,39.7,37.2
203,1439,20180525_20180528_20180529,39.13,0.4042,39.81,0.1379,40.6,0.0961,3038,57,39.05,37.3
204,1439,20180528_20180529_20180530,37.71,0.1799,38.46,0.161,39.32,0.3205,3286,63,38.4,37.75
205,1439,20180529_20180530_20180531,37.81,0.3841,38.39,0.1601,39.24,0.1524,3405,49,40.15,38.6
206,1439,20180530_20180531_20180601,37.85,0.3859,38.59,0.1783,39.68,0.076,4133,57,39.55,39.6
207,1439,20180531_20180601_20180604,37.97,0.3434,38.86,0.2004,39.59,0.1339,3623,56,41.0,40.3
208,1439,20180601_20180604_20180605,38.34,0.1061,39.18,0.2366,40.16,0.2162,3081,62,44.1,42.5
209,1439,20180604_20180605_20180606,39.73,0.126,41.98,0.0917,43.86,0.387,4493,101,44.4,42.45
210,1439,20180605_20180606_20180607,40.36,0.1412,42.58,0.0873,43.86,0.4488,5530,89,44.3,42.45
211,1439,20180606_20180607_20180608,40.99,0.0263,42.7,0.1676,43.83,0.4787,5901,76,44.0,41.65
212,1440,20180528_20180529_20180530,13.44,0.0926,14.05,0.2935,14.28,0.227,14266,19,15.2,14.6
213,1440,20180529_20180530_20180531,13.51,0.0686,14.15,0.2162,14.9,0.3407,32443,32,15.2,14.65
214,1440,20180530_20180531_20180601,14.14,0.1691,14.75,0.2346,15.0,0.3224,36666,26,15.25,14.65
215,1440,20180605_20180606_20180607,14.55,0.1389,14.81,0.4523,15.16,0.1361,9031,18,14.65,14.55
216,1441,20180530_20180531_20180601,15.02,0.4221,15.22,0.2505,15.73,0.1926,950,23,16.55,15.15
217,1441,20180531_20180601_20180604,15.18,0.2161,15.84,0.347,16.32,0.1483,1726,31,15.75,14.9
218,1441,20180601_20180604_20180605,15.32,0.213,15.84,0.3122,16.32,0.1317,1944,31,15.3,15.05
219,1441,20180604_20180605_20180606,15.24,0.2144,15.89,0.2636,16.33,0.1369,1870,31,15.45,15.4
220,1441,20180606_20180607_20180608,15.08,0.3727,15.39,0.1377,15.6,0.2571,770,19,15.7,15.35
221,1443,20180604_20180605_20180606,5.87,0.1104,5.99,0.4908,6.16,0.0552,163,21,6.15,5.98
222,1443,20180605_20180606_20180607,6.0,0.6283,6.11,0.1062,6.2,0.0708,113,18,6.35,6.1
223,1443,20180606_20180607_20180608,6.0,0.4225,6.12,0.1444,6.28,0.1092,284,27,6.34,6.13
224,1445,20180528_20180529_20180530,8.01,0.2745,8.09,0.1843,8.18,0.1843,255,20,8.28,8.18
225,1445,20180529_20180530_20180531,8.04,0.1408,8.15,0.3391,8.26,0.1149,348,26,8.24,8.22
226,1445,20180530_20180531_20180601,8.04,0.1256,8.16,0.3077,8.25,0.141,390,26,8.24,8.22
227,1445,20180604_20180605_20180606,8.23,0.1042,8.26,0.4311,8.34,0.2012,835,21,8.24,8.17
228,1445,20180605_20180606_20180607,8.21,0.0724,8.26,0.4206,8.34,0.1963,856,21,8.22,8.1
229,1445,20180606_20180607_20180608,8.2,0.0989,8.26,0.2642,8.34,0.2276,738,21,8.18,8.1
230,1446,20180530_20180531_20180601,21.27,0.4,22.06,0.1465,22.57,0.1211,355,21,23.4,22.65
231,1446,20180531_20180601_20180604,21.3,0.2035,22.39,0.1213,23.13,0.2583,511,32,23.3,22.3
232,1446,20180601_20180604_20180605,22.15,0.0754,22.71,0.2393,23.18,0.1951,610,25,22.75,22.65
233,1446,20180604_20180605_20180606,22.69,0.1451,23.03,0.2785,23.29,0.3037,517,23,24.3,23.3
234,1446,20180605_20180606_20180607,22.75,0.168,23.33,0.1896,23.93,0.2928,881,40,25.05,25.2
235,1446,20180606_20180607_20180608,23.12,0.0592,24.04,0.3419,24.67,0.2446,1705,55,26.8,24.5
236,1447,20180523_20180524_20180525,8.19,0.0802,8.26,0.4465,8.33,0.2437,4714,28,8.24,8.14
237,1447,20180524_20180525_20180528,8.18,0.2809,8.26,0.3723,8.31,0.1697,5305,27,8.22,8.14
238,1447,20180525_20180528_20180529,8.16,0.3866,8.2,0.2488,8.27,0.0672,3629,20,8.31,8.29
239,1447,20180528_20180529_20180530,8.16,0.4472,8.2,0.2928,8.29,0.0534,3781,18,8.45,8.34
240,1447,20180529_20180530_20180531,8.17,0.1244,8.33,0.6317,8.38,0.1302,10993,32,8.55,8.49
241,1447,20180530_20180531_20180601,8.18,0.0862,8.34,0.6081,8.48,0.1242,12502,42,8.58,8.46
242,1447,20180531_20180601_20180604,8.33,0.5484,8.39,0.125,8.52,0.1419,12625,30,8.53,8.45
243,1447,20180601_20180604_20180605,8.39,0.0718,8.49,0.4085,8.54,0.3097,4886,24,8.54,8.51
244,1447,20180605_20180606_20180607,8.51,0.4062,8.58,0.1697,8.67,0.1858,4655,28,8.83,8.47
245,1447,20180606_20180607_20180608,8.55,0.2391,8.67,0.2857,8.77,0.1304,6371,39,8.63,8.45
246,1449,20180523_20180524_20180525,5.45,0.2231,5.64,0.2493,5.82,0.0945,381,36,5.72,5.51
