model,hidden_layer,neurons,activation,optimizer_lr,loss,epochs,batch_size,model_run_time,RMSE,Sequential_RMSE,offest_at_50_percent_probility
LSTM,2,36,sigmoid,1e-05,logcosh at,216,36,712.2,7.054,5.094,0.05087
LSTM,1,288,tanh,1e-05,mean_squared_error at,216,36,845.0,4.223,1.459,0.02446
LSTM,1,24,tanh,0.0001,mean_absolute_error at,500,36,854.1,4.462,1.097,0.01838
LSTM,2,144,tanh,0.01,mean_absolute_error at,144,288,209.2,2.483,1.302,0.01998
LSTM,2,72,sigmoid,0.0001,mean_absolute_error at,216,288,262.7,4.655,1.113,0.01898
LSTM,1,288,sigmoid,0.0001,mean_squared_error at,216,36,864.0,4.536,1.340,0.02244
LSTM,1,24,tanh,0.0001,mean_absolute_error at,500,36,865.4,3.318,1.137,0.01749
LSTM,2,288,relu,0.01,mean_squared_error at,144,72,976.1,4.107,1.804,0.03501
LSTM,2,36,sigmoid,1e-05,logcosh at,144,144,229.1,23.180,20.744,0.05179
LSTM,1,288,tanh,0.001,mean_squared_error at,216,36,895.0,5.230,1.246,0.02843
LSTM,1,24,tanh,0.0001,mean_absolute_error at,500,36,4191.6,3.250,1.156,0.01881
LSTM,1,16,tanh,0.0001,mean_absolute_error at,1000,36,479.5,3.648,1.152,0.01794
LSTM,1,8,tanh,0.0001,mean_absolute_error at,500,36,238.9,3.507,1.087,0.01885
LSTM,1,24,tanh,0.0001,mean_absolute_error at,900,36,439.6,4.322,1.140,0.01760
LSTM,1,32,tanh,0.0001,mean_absolute_error at,1000,36,493.8,5.140,1.089,0.01762
LSTM,1,64,tanh,0.0001,mean_absolute_error at,700,36,367.9,4.476,1.136,0.01827
LSTM,1,24,tanh,0.0001,mean_absolute_error at,500,36,247.9,1.681,1.124,0.01790
LSTM,1,16,tanh,0.0001,mean_absolute_error at,600,36,292.6,4.305,1.121,0.01831
LSTM,1,16,tanh,0.0001,mean_absolute_error at,400,36,197.8,3.785,1.129,0.01850
LSTM,1,4,tanh,0.0001,mean_absolute_error at,500,36,241.2,3.971,1.090,0.01950
LSTM,1,24,tanh,0.0001,mean_absolute_error at,600,36,300.9,3.297,1.115,0.01814
LSTM,1,72,tanh,0.0001,mean_absolute_error at,400,36,219.0,2.474,1.134,0.01864
LSTM,1,8,tanh,0.0001,mean_absolute_error at,300,36,148.8,2.550,1.093,0.01883
LSTM,1,8,tanh,0.0001,mean_absolute_error at,300,36,149.2,4.684,1.109,0.01830
LSTM,1,8,tanh,0.0001,mean_absolute_error at,300,36,149.7,3.631,1.112,0.01818
LSTM,1,8,tanh,0.0001,mean_absolute_error at,300,36,150.1,3.766,1.125,0.01832
LSTM,1,8,tanh,0.0001,mean_absolute_error at,300,36,151.5,1.716,1.133,0.01894
LSTM,1,144,relu,0.001,mean_squared_error at,288,288,160.0,1.762,1.120,0.01823
LSTM,1,288,relu,0.001,mean_absolute_error at,144,144,384.5,1.675,1.130,0.01834
LSTM,2,36,tanh,0.001,logcosh at,288,72,567.8,5.017,1.175,0.02076
LSTM,1,72,relu,0.01,logcosh at,216,72,393.0,2.536,1.290,0.02532
LSTM,2,72,relu,0.0001,mean_squared_error at,216,144,436.3,2.884,1.270,0.02173
LSTM,1,36,tanh,0.001,mean_squared_error at,216,144,167.1,3.110,1.221,0.02707
LSTM,2,144,tanh,0.01,logcosh at,144,288,296.9,2.036,1.585,0.03378
LSTM,1,36,relu,0.001,mean_absolute_error at,144,144,177.0,6.172,1.145,0.01935
LSTM,2,72,sigmoid,0.01,mean_squared_error at,216,288,293.1,1.763,1.268,0.03000
LSTM,1,64,tanh,0.0001,mean_absolute_error at,900,36,2120.1,3.848,1.148,0.01764
LSTM,1,288,relu,1e-05,mean_absolute_error at,216,72,866.5,2.549,1.298,0.01922
LSTM,2,288,tanh,0.01,mean_squared_error at,216,288,917.8,2.657,1.078,0.01854
LSTM,2,144,sigmoid,1e-05,mean_squared_error at,216,288,407.0,23.093,20.655,0.05024
LSTM,1,288,tanh,0.01,mean_squared_error at,216,72,787.4,2.265,1.089,0.01962
LSTM,1,72,tanh,0.0001,logcosh at,216,144,207.3,4.824,1.273,0.02347
LSTM,1,16,tanh,0.0001,mean_absolute_error at,600,36,1423.9,3.196,1.122,0.01779
LSTM,1,8,tanh,0.0001,mean_absolute_error at,200,36,541.3,4.518,1.107,0.01983
LSTM,2,72,relu,1e-05,mean_absolute_error at,216,36,1194.3,4.313,1.360,0.02020
LSTM,1,288,relu,0.001,logcosh at,216,36,1434.4,1.765,1.161,0.01826
LSTM,1,36,relu,0.001,mean_absolute_error at,216,288,150.4,2.695,1.158,0.01786
LSTM,2,144,tanh,0.001,logcosh at,288,72,1199.8,2.418,1.060,0.01913
LSTM,1,288,relu,1e-05,mean_absolute_error at,144,36,979.2,4.602,1.236,0.01847
LSTM,1,36,sigmoid,0.01,logcosh at,216,288,176.1,4.002,1.442,0.03235
LSTM,1,144,sigmoid,1e-05,mean_squared_error at,288,288,279.9,21.242,18.981,0.05416
LSTM,2,144,tanh,0.0001,logcosh at,288,72,1167.8,3.097,1.498,0.02687
LSTM,1,56,tanh,0.0001,mean_absolute_error at,1000,36,2556.3,4.463,1.140,0.01820
LSTM,1,72,sigmoid,1e-05,mean_absolute_error at,216,36,679.3,15.163,14.159,0.05299
LSTM,2,144,tanh,0.01,logcosh at,216,72,910.3,1.743,1.229,0.02456
LSTM,1,144,relu,1e-05,logcosh at,216,72,529.5,6.361,5.768,0.04934
LSTM,1,144,relu,1e-05,logcosh at,216,288,246.6,26.427,26.942,0.04789
LSTM,2,72,sigmoid,0.0001,mean_squared_error at,144,72,420.8,3.302,1.511,0.02941
LSTM,1,48,tanh,0.0001,mean_absolute_error at,700,36,1623.1,2.434,1.102,0.01784
LSTM,2,144,relu,1e-05,mean_absolute_error at,216,288,460.8,17.160,15.824,0.05234
LSTM,1,56,tanh,0.0001,mean_absolute_error at,100,36,288.2,4.464,1.156,0.01748
LSTM,1,36,relu,0.001,mean_squared_error at,288,36,813.2,1.746,1.153,0.02101
LSTM,2,72,tanh,0.0001,mean_squared_error at,216,288,301.6,4.456,1.547,0.02827
LSTM,1,36,relu,0.001,mean_squared_error at,288,144,251.2,1.709,1.094,0.02036
LSTM,2,36,sigmoid,0.0001,logcosh at,144,144,271.2,5.661,4.604,0.04962
LSTM,1,24,tanh,0.0001,mean_absolute_error at,200,36,435.5,3.831,1.115,0.01800
LSTM,1,36,relu,1e-05,mean_squared_error at,288,72,471.2,11.108,10.208,0.05035
LSTM,2,36,relu,0.01,mean_squared_error at,216,144,415.1,1.785,1.286,0.02835
LSTM,1,36,relu,0.01,mean_absolute_error at,288,72,573.2,2.487,1.623,0.03331
LSTM,1,36,tanh,0.0001,logcosh at,216,288,176.9,4.304,3.060,0.04212
LSTM,1,36,sigmoid,0.01,mean_squared_error at,216,144,246.4,2.189,1.615,0.04008
LSTM,1,4,tanh,0.0001,mean_absolute_error at,700,36,1680.8,3.566,1.068,0.01795
LSTM,1,36,sigmoid,0.01,logcosh at,144,144,220.7,2.005,1.324,0.02052
LSTM,1,36,tanh,0.01,logcosh at,216,288,178.9,1.804,1.343,0.02320
LSTM,2,288,relu,0.001,mean_absolute_error at,288,144,1578.0,1.684,1.231,0.01848
LSTM,1,36,sigmoid,0.0001,mean_squared_error at,216,144,223.4,5.856,3.028,0.04107
LSTM,1,72,tanh,0.0001,mean_absolute_error at,200,36,503.8,3.927,1.121,0.01792
LSTM,1,72,tanh,0.01,mean_squared_error at,216,288,210.3,1.737,1.318,0.02446
LSTM,1,36,sigmoid,0.0001,logcosh at,144,144,229.7,16.943,15.100,0.05009
LSTM,1,36,tanh,0.01,mean_squared_error at,216,288,179.0,1.751,1.119,0.01984
LSTM,2,288,relu,0.0001,logcosh at,216,288,832.5,2.203,1.245,0.02031
LSTM,1,144,tanh,0.001,logcosh at,216,288,220.2,3.896,1.367,0.02321
LSTM,2,144,sigmoid,0.0001,mean_squared_error at,288,288,482.0,4.774,1.212,0.02061
LSTM,1,36,sigmoid,0.001,mean_squared_error at,216,144,273.2,3.037,1.317,0.02111
LSTM,1,36,sigmoid,0.001,logcosh at,144,288,156.8,1.851,1.444,0.02559
LSTM,1,8,tanh,0.0001,mean_absolute_error at,600,36,1334.9,3.588,1.105,0.01841
LSTM,1,72,tanh,0.01,mean_squared_error at,216,144,297.1,1.714,1.296,0.02417
LSTM,1,144,sigmoid,0.001,logcosh at,144,36,668.0,3.151,1.625,0.02450
